imdbId,Title,Genre
114279,Richard III (1995),War
112819,Dead Presidents (1995),Action
112819,Dead Presidents (1995),Crime
112819,Dead Presidents (1995),Drama
114272,Restoration (1995),Biography
114272,Restoration (1995),Drama
114272,Restoration (1995),History
113855,Mortal Kombat (1995),Action
113855,Mortal Kombat (1995),Adventure
113855,Mortal Kombat (1995),Fantasy
114681,To Die For (1995),Comedy
114681,To Die For (1995),Crime
114681,To Die For (1995),Drama
113347,How to Make an American Quilt (1995),Comedy
113347,How to Make an American Quilt (1995),Drama
113347,How to Make an American Quilt (1995),Romance
114369,Se7en (1995),Crime
114369,Se7en (1995),Drama
114369,Se7en (1995),Mystery
114148,Pocahontas (1995),Animation
114148,Pocahontas (1995),Adventure
114148,Pocahontas (1995),Drama
114916,When Night Is Falling (1995),Drama
114916,When Night Is Falling (1995),Romance
114814,The Usual Suspects (1995),Crime
114814,The Usual Suspects (1995),Drama
114814,The Usual Suspects (1995),Mystery
109950,Guardian Angel (1994),Action
109950,Guardian Angel (1994),Drama
109950,Guardian Angel (1994),Thriller
113819,Mighty Aphrodite (1995),Comedy
113819,Mighty Aphrodite (1995),Fantasy
113819,Mighty Aphrodite (1995),Romance
110299,Lamerica (1994),Drama
112499,The Big Green (1995),Comedy
112499,The Big Green (1995),Family
112499,The Big Green (1995),Sport
113158,Georgia (1995),Drama
113158,Georgia (1995),Music
113541,Kids of the Round Table (1995),Adventure
113541,Kids of the Round Table (1995),Comedy
113541,Kids of the Round Table (1995),Family
113321,Home for the Holidays (1995),Comedy
113321,Home for the Holidays (1995),Drama
113321,Home for the Holidays (1995),Romance
110877,Il Postino: The Postman (1994),Biography
110877,Il Postino: The Postman (1994),Comedy
110877,Il Postino: The Postman (1994),Drama
112714,Le confessionnal (1995),Drama
112714,Le confessionnal (1995),Mystery
112714,Le confessionnal (1995),Thriller
113419,The Indian in the Cupboard (1995),Drama
113419,The Indian in the Cupboard (1995),Family
113419,The Indian in the Cupboard (1995),Fantasy
116260,Eye for an Eye (1996),Crime
116260,Eye for an Eye (1996),Drama
116260,Eye for an Eye (1996),Thriller
113862,Mr. Holland's Opus (1995),Drama
113862,Mr. Holland's Opus (1995),Music
116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy
116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Crime
118002,Two If by Sea (1996),Comedy
118002,Two If by Sea (1996),Crime
118002,Two If by Sea (1996),Romance
115683,Bio-Dome (1996),Comedy
116839,Lawnmower Man 2: Beyond Cyberspace (1996),Action
116839,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi
116839,Lawnmower Man 2: Beyond Cyberspace (1996),Thriller
114753,Two Bits (1995),Drama
113149,French Twist (1995),Comedy
113118,Friday (1995),Comedy
113118,Friday (1995),Drama
116367,From Dusk Till Dawn (1996),Action
116367,From Dusk Till Dawn (1996),Crime
116367,From Dusk Till Dawn (1996),Horror
113010,Fair Game (1995),Action
113010,Fair Game (1995),Crime
113010,Fair Game (1995),Romance
113537,Kicking and Screaming (1995),Comedy
113537,Kicking and Screaming (1995),Drama
113537,Kicking and Screaming (1995),Romance
113828,Les misí©rables (1995),Drama
113828,Les misí©rables (1995),History
115644,Bed of Roses (1996),Romance
115644,Bed of Roses (1996),Drama
115676,Big Bully (1996),Comedy
115676,Big Bully (1996),Thriller
114367,Screamers (1995),Sci-Fi
114367,Screamers (1995),Thriller
113973,Nico Icon (1995),Documentary
113973,Nico Icon (1995),Biography
113973,Nico Icon (1995),Music
112744,The Crossing Guard (1995),Drama
112744,The Crossing Guard (1995),Thriller
116731,The Juror (1996),Drama
116731,The Juror (1996),Thriller
112445,The White Balloon (1995),Drama
112445,The White Balloon (1995),Family
114660,Things to Do in Denver When You're Dead (1995),Crime
114660,Things to Do in Denver When You're Dead (1995),Drama
112379,Antonia's Line (1995),Comedy
112379,Antonia's Line (1995),Drama
114039,Once Upon a Time... When We Were Colored (1995),Drama
114039,Once Upon a Time... When We Were Colored (1995),Romance
113612,Last Summer in the Hamptons (1995),Comedy
113612,Last Summer in the Hamptons (1995),Drama
112365,Angels and Insects (1995),Drama
112365,Angels and Insects (1995),Romance
118158,White Squall (1996),Adventure
118158,White Squall (1996),Drama
116151,Dunston Checks In (1996),Comedy
116151,Dunston Checks In (1996),Adventure
116151,Dunston Checks In (1996),Family
115697,Black Sheep (1996),Comedy
113972,Nick of Time (1995),Action
113972,Nick of Time (1995),Crime
113972,Nick of Time (1995),Drama
113490,The Journey of August King (1995),Drama
117002,Mary Reilly (1996),Drama
117002,Mary Reilly (1996),Horror
117002,Mary Reilly (1996),Romance
114825,Vampire in Brooklyn (1995),Comedy
114825,Vampire in Brooklyn (1995),Fantasy
114825,Vampire in Brooklyn (1995),Horror
115639,Beautiful Girls (1996),Comedy
115639,Beautiful Girls (1996),Drama
115639,Beautiful Girls (1996),Romance
115759,Broken Arrow (1996),Action
115759,Broken Arrow (1996),Crime
115759,Broken Arrow (1996),Thriller
113403,A Midwinter's Tale (1995),Comedy
113247,La Haine (1995),Crime
113247,La Haine (1995),Drama
111173,Shopping (1994),Action
111173,Shopping (1994),Crime
111173,Shopping (1994),Drama
113283,Heidi Fleiss: Hollywood Madam (1995),Documentary
113283,Heidi Fleiss: Hollywood Madam (1995),Biography
115907,City Hall (1996),Drama
115734,Bottle Rocket (1996),Comedy
115734,Bottle Rocket (1996),Crime
115734,Bottle Rocket (1996),Drama
117102,Mr. Wrong (1996),Comedy
118040,Unforgettable (1996),Drama
118040,Unforgettable (1996),Mystery
118040,Unforgettable (1996),Sci-Fi
116483,Happy Gilmore (1996),Comedy
116483,Happy Gilmore (1996),Family
116483,Happy Gilmore (1996),Sport
112579,The Bridges of Madison County (1995),Drama
112579,The Bridges of Madison County (1995),Romance
110251,Nobody Loves Me (1994),Comedy
110251,Nobody Loves Me (1994),Drama
117110,Muppet Treasure Island (1996),Action
117110,Muppet Treasure Island (1996),Adventure
117110,Muppet Treasure Island (1996),Comedy
112646,Catwalk (1995),Documentary
113276,Headless Body in Topless Bar (1995),Comedy
113276,Headless Body in Topless Bar (1995),Crime
113276,Headless Body in Topless Bar (1995),Drama
112573,Braveheart (1995),Biography
112573,Braveheart (1995),Drama
112573,Braveheart (1995),History
75314,Taxi Driver (1976),Crime
75314,Taxi Driver (1976),Drama
113326,Rumble in the Bronx (1995),Action
113326,Rumble in the Bronx (1995),Comedy
113326,Rumble in the Bronx (1995),Crime
115645,Before and After (1996),Crime
115645,Before and After (1996),Drama
115645,Before and After (1996),Mystery
113774,Margaret's Museum (1995),Drama
112556,Happiness Is in the Field (1995),Comedy
112373,Anne Frank Remembered (1995),Documentary
112373,Anne Frank Remembered (1995),Biography
112373,Anne Frank Remembered (1995),War
115033,The Young Poisoner's Handbook (1995),Crime
115033,The Young Poisoner's Handbook (1995),Drama
116606,If Lucy Fell (1996),Comedy
116606,If Lucy Fell (1996),Romance
114536,Steal Big Steal Little (1995),Comedy
117427,Race the Sun (1996),Adventure
117427,Race the Sun (1996),Comedy
117427,Race the Sun (1996),Drama
106473,The Boys of St. Vincent (1992),Drama
103859,Boomerang (1992),Comedy
103859,Boomerang (1992),Drama
103859,Boomerang (1992),Romance
109424,Chungking Express (1994),Comedy
109424,Chungking Express (1994),Drama
109424,Chungking Express (1994),Romance
114808,The Star Maker (1995),Drama
114808,The Star Maker (1995),Romance
116324,Flirting with Disaster (1996),Comedy
110647,The Neverending Story III (1994),Adventure
110647,The Neverending Story III (1994),Comedy
110647,The Neverending Story III (1994),Family
111055,The Silences of the Palace (1994),Drama
110217,Jupiter's Wife (1995),Documentary
110217,Jupiter's Wife (1995),Biography
110217,Jupiter's Wife (1995),Mystery
114131,Pie in the Sky (1996),Comedy
114131,Pie in the Sky (1996),Romance
112364,Angela (1995),Drama
113107,Frankie Starlight (1995),Drama
113107,Frankie Starlight (1995),Romance
113107,Frankie Starlight (1995),War
113451,Jade (1995),Crime
113451,Jade (1995),Drama
113451,Jade (1995),Thriller
114015,Nueba Yol (1995),Comedy
114015,Nueba Yol (1995),Drama
114500,Sonic Outlaws (1995),Documentary
116130,Down Periscope (1996),Comedy
113125,From the Journals of Jean Seberg (1995),Documentary
113125,From the Journals of Jean Seberg (1995),Biography
113756,Man of the Year (1995),Comedy
113756,Man of the Year (1995),Romance
113952,The Neon Bible (1995),Drama
114618,Target (1995),Drama
118055,Up Close & Personal (1996),Drama
118055,Up Close & Personal (1996),Romance
115685,The Birdcage (1996),Comedy
94878,Cienie (1988),Drama
113200,Gospa (1995),Drama
112585,The Brothers McMullen (1995),Comedy
112585,The Brothers McMullen (1995),Drama
112585,The Brothers McMullen (1995),Romance
112442,Bad Boys (1995),Action
112442,Bad Boys (1995),Comedy
112442,Bad Boys (1995),Crime
112342,The Amazing Panda Adventure (1995),Family
112342,The Amazing Panda Adventure (1995),Adventure
112342,The Amazing Panda Adventure (1995),Drama
112461,The Basketball Diaries (1995),Biography
112461,The Basketball Diaries (1995),Crime
112461,The Basketball Diaries (1995),Drama
112427,An Awfully Big Adventure (1995),Comedy
112427,An Awfully Big Adventure (1995),Drama
112427,An Awfully Big Adventure (1995),Romance
109093,Amateur (1994),Comedy
109093,Amateur (1994),Crime
109093,Amateur (1994),Drama
112384,Apollo 13 (1995),Adventure
112384,Apollo 13 (1995),Drama
112384,Apollo 13 (1995),History
114287,Rob Roy (1995),Adventure
114287,Rob Roy (1995),Biography
114287,Rob Roy (1995),History
112288,The Addiction (1995),Horror
112462,Batman Forever (1995),Action
112462,Batman Forever (1995),Adventure
112462,Batman Forever (1995),Fantasy
61395,Belle de Jour (1967),Drama
112495,Beyond Rangoon (1995),Action
112495,Beyond Rangoon (1995),Drama
112541,Blue in the Face (1995),Comedy
109370,Canadian Bacon (1995),Comedy
112642,Casper (1995),Comedy
112642,Casper (1995),Family
112642,Casper (1995),Fantasy
112688,Clockers (1995),Crime
112688,Clockers (1995),Drama
112688,Clockers (1995),Mystery
112715,Congo (1995),Action
112715,Congo (1995),Adventure
112715,Congo (1995),Mystery
112740,Crimson Tide (1995),Action
112740,Crimson Tide (1995),Drama
112740,Crimson Tide (1995),Thriller
109508,Crumb (1994),Documentary
109508,Crumb (1994),Biography
109508,Crumb (1994),Comedy
112851,Desperado (1995),Action
112851,Desperado (1995),Thriller
112857,Devil in a Blue Dress (1995),Crime
112857,Devil in a Blue Dress (1995),Drama
112857,Devil in a Blue Dress (1995),Mystery
112864,Die Hard with a Vengeance (1995),Action
112864,Die Hard with a Vengeance (1995),Adventure
112864,Die Hard with a Vengeance (1995),Thriller
112887,The Doom Generation (1995),Action
112887,The Doom Generation (1995),Comedy
112887,The Doom Generation (1995),Crime
113044,Feast of July (1995),Crime
113044,Feast of July (1995),Drama
113044,Feast of July (1995),Mystery
113071,First Knight (1995),Action
113071,First Knight (1995),Adventure
113071,First Knight (1995),Romance
113114,Free Willy 2: The Adventure Home (1995),Adventure
113114,Free Willy 2: The Adventure Home (1995),Drama
113114,Free Willy 2: The Adventure Home (1995),Family
113243,Hackers (1995),Comedy
113243,Hackers (1995),Crime
113243,Hackers (1995),Drama
113464,Jeffrey (1995),Comedy
113464,Jeffrey (1995),Drama
113481,Johnny Mnemonic (1995),Action
113481,Johnny Mnemonic (1995),Crime
113481,Johnny Mnemonic (1995),Sci-Fi
113492,Judge Dredd (1995),Action
113492,Judge Dredd (1995),Crime
113492,Judge Dredd (1995),Sci-Fi
113500,Jury Duty (1995),Comedy
113540,Kids (1995),Drama
113677,Living in Oblivion (1995),Comedy
113677,Living in Oblivion (1995),Drama
113690,Lord of Illusions (1995),Horror
113690,Lord of Illusions (1995),Mystery
113690,Lord of Illusions (1995),Thriller
107447,Love & Human Remains (1993),Drama
107447,Love & Human Remains (1993),Comedy
113729,Mad Love (1995),Drama
113729,Mad Love (1995),Romance
113749,Mallrats (1995),Comedy
113749,Mallrats (1995),Romance
113820,Mighty Morphin Power Rangers: The Movie (1995),Action
113820,Mighty Morphin Power Rangers: The Movie (1995),Adventure
113820,Mighty Morphin Power Rangers: The Movie (1995),Family
113851,Moonlight and Valentino (1995),Comedy
113851,Moonlight and Valentino (1995),Drama
113851,Moonlight and Valentino (1995),Romance
110604,Mute Witness (1995),Horror
110604,Mute Witness (1995),Thriller
110620,Nadja (1994),Drama
110620,Nadja (1994),Horror
113957,The Net (1995),Action
113957,The Net (1995),Crime
113957,The Net (1995),Drama
113986,Nine Months (1995),Comedy
113986,Nine Months (1995),Romance
114095,Party Girl (1995),Comedy
114194,The Prophecy (1995),Action
114194,The Prophecy (1995),Crime
114194,The Prophecy (1995),Drama
114241,Reckless (1995),Comedy
114241,Reckless (1995),Drama
114241,Reckless (1995),Fantasy
114323,Safe (1995),Drama
114345,The Scarlet Letter (1995),Drama
114345,The Scarlet Letter (1995),Romance
114435,The Show (1995),Documentary
114435,The Show (1995),Music
114436,Showgirls (1995),Drama
114478,Smoke (1995),Comedy
114478,Smoke (1995),Drama
114496,Something to Talk About (1995),Comedy
114496,Something to Talk About (1995),Drama
114496,Something to Talk About (1995),Romance
114508,Species (1995),Action
114508,Species (1995),Horror
114508,Species (1995),Sci-Fi
114534,The Stars Fell on Henrietta (1995),Drama
114558,Strange Days (1995),Action
114558,Strange Days (1995),Crime
114558,Strange Days (1995),Drama
58450,The Umbrellas of Cherbourg (1964),Drama
58450,The Umbrellas of Cherbourg (1964),Musical
58450,The Umbrellas of Cherbourg (1964),Romance
114666,The Tie That Binds (1995),Crime
114666,The Tie That Binds (1995),Drama
114666,The Tie That Binds (1995),Thriller
114663,Three Wishes (1995),Drama
114663,Three Wishes (1995),Fantasy
114702,Total Eclipse (1995),Biography
114702,Total Eclipse (1995),Drama
114702,Total Eclipse (1995),Romance
114682,"To Wong Foo Thanks for Everything, Julie Newmar (1995)",Comedy
114682,"To Wong Foo Thanks for Everything, Julie Newmar (1995)",Drama
114781,Under Siege 2: Dark Territory (1995),Action
114781,Under Siege 2: Dark Territory (1995),Thriller
114798,Unstrung Heroes (1995),Comedy
114798,Unstrung Heroes (1995),Drama
114805,Unzipped (1995),Documentary
114887,A Walk in the Clouds (1995),Drama
114887,A Walk in the Clouds (1995),Romance
114898,Waterworld (1995),Action
114898,Waterworld (1995),Adventure
114898,Waterworld (1995),Sci-Fi
114928,White Man's Burden (1995),Drama
114928,White Man's Burden (1995),Thriller
114938,Wild Bill (1995),Action
114938,Wild Bill (1995),Biography
114938,Wild Bill (1995),Western
109340,The Browning Version (1994),Drama
112602,Bushwhacked (1995),Adventure
112602,Bushwhacked (1995),Comedy
112602,Bushwhacked (1995),Crime
111579,Burnt by the Sun (1994),Drama
111579,Burnt by the Sun (1994),War
110882,Before the Rain (1994),Drama
110882,Before the Rain (1994),War
112471,Before Sunrise (1995),Drama
112471,Before Sunrise (1995),Romance
112508,Billy Madison (1995),Comedy
112438,The Babysitter (1995),Drama
112438,The Babysitter (1995),Thriller
112571,Boys on the Side (1995),Comedy
112571,Boys on the Side (1995),Drama
112757,The Cure (1995),Drama
112643,Castle Freak (1995),Drama
112643,Castle Freak (1995),Horror
112643,Castle Freak (1995),Mystery
112679,Circle of Friends (1995),Drama
112679,Circle of Friends (1995),Romance
109445,Clerks (1994),Comedy
112883,Don Juan DeMarco (1994),Comedy
112883,Don Juan DeMarco (1994),Drama
112883,Don Juan DeMarco (1994),Romance
109635,Disclosure (1994),Drama
109635,Disclosure (1994),Thriller
112899,Dream Man (1995),Thriller
109676,Drop Zone (1994),Action
109676,Drop Zone (1994),Adventure
109676,Drop Zone (1994),Thriller
112854,Destiny Turns on the Radio (1995),Crime
112854,Destiny Turns on the Radio (1995),Comedy
112854,Destiny Turns on the Radio (1995),Fantasy
109579,Death and the Maiden (1994),Drama
109579,Death and the Maiden (1994),Mystery
109579,Death and the Maiden (1994),Thriller
109642,Dolores Claiborne (1995),Crime
109642,Dolores Claiborne (1995),Drama
109642,Dolores Claiborne (1995),Mystery
109686,Dumb & Dumber (1994),Comedy
111797,Eat Drink Man Woman (1994),Comedy
111797,Eat Drink Man Woman (1994),Drama
111797,Eat Drink Man Woman (1994),Romance
109759,Exotica (1994),Drama
109758,Exit to Eden (1994),Comedy
109758,Exit to Eden (1994),Crime
109758,Exit to Eden (1994),Romance
109707,Ed Wood (1994),Biography
109707,Ed Wood (1994),Comedy
109707,Ed Wood (1994),Drama
113117,French Kiss (1995),Comedy
113117,French Kiss (1995),Drama
113117,French Kiss (1995),Romance
113097,Forget Paris (1995),Comedy
113097,Forget Paris (1995),Romance
113028,Far from Home: The Adventures of Yellow Dog (1995),Adventure
113028,Far from Home: The Adventures of Yellow Dog (1995),Family
113198,A Goofy Movie (1995),Animation
113198,A Goofy Movie (1995),Adventure
113198,A Goofy Movie (1995),Comedy
113303,Hideaway (1995),Fantasy
113303,Hideaway (1995),Horror
113303,Hideaway (1995),Thriller
113089,Fluke (1995),Drama
113089,Fluke (1995),Family
113089,Fluke (1995),Fantasy
109771,Farinelli (1994),Biography
109771,Farinelli (1994),Drama
109771,Farinelli (1994),Music
113199,Gordy (1995),Comedy
113199,Gordy (1995),Drama
113199,Gordy (1995),Family
113234,Gumby: The Movie (1995),Animation
113234,Gumby: The Movie (1995),Action
113234,Gumby: The Movie (1995),Adventure
109906,The Glass Shield (1994),Crime
109906,The Glass Shield (1994),Drama
110057,Hoop Dreams (1994),Documentary
110057,Hoop Dreams (1994),Drama
110057,Hoop Dreams (1994),Sport
110005,Heavenly Creatures (1994),Biography
110005,Heavenly Creatures (1994),Crime
110005,Heavenly Creatures (1994),Drama
110066,Houseguest (1995),Comedy
110116,Immortal Beloved (1994),Biography
110116,Immortal Beloved (1994),Drama
110116,Immortal Beloved (1994),Music
110006,Heavy Weights (1995),Comedy
110006,Heavy Weights (1995),Drama
110006,Heavy Weights (1995),Family
113360,The Hunted (1995),Action
113360,The Hunted (1995),Drama
113360,The Hunted (1995),Thriller
110099,I.Q. (1994),Comedy
110099,I.Q. (1994),Romance
110148,Interview with the Vampire: The Vampire Chronicles (1994),Drama
110148,Interview with the Vampire: The Vampire Chronicles (1994),Fantasy
110148,Interview with the Vampire: The Vampire Chronicles (1994),Horror
113463,Jefferson in Paris (1995),Biography
113463,Jefferson in Paris (1995),Drama
113463,Jefferson in Paris (1995),History
110189,The Jerky Boys (1995),Comedy
110189,The Jerky Boys (1995),Crime
110216,Junior (1994),Comedy
110216,Junior (1994),Romance
110216,Junior (1994),Sci-Fi
113501,Just Cause (1995),Action
113501,Just Cause (1995),Crime
113501,Just Cause (1995),Drama
113538,A Kid in King Arthur's Court (1995),Adventure
113538,A Kid in King Arthur's Court (1995),Comedy
113538,A Kid in King Arthur's Court (1995),Family
113552,Kiss of Death (1995),Action
113552,Kiss of Death (1995),Crime
113552,Kiss of Death (1995),Thriller
76759,Star Wars: Episode IV - A New Hope (1977),Action
76759,Star Wars: Episode IV - A New Hope (1977),Adventure
76759,Star Wars: Episode IV - A New Hope (1977),Fantasy
110367,Little Women (1994),Drama
110367,Little Women (1994),Family
110367,Little Women (1994),Romance
113670,A Little Princess (1995),Drama
113670,A Little Princess (1995),Family
113670,A Little Princess (1995),Fantasy
110296,Ladybird Ladybird (1994),Drama
109731,L'Enfer (1994),Crime
109731,L'Enfer (1994),Drama
109731,L'Enfer (1994),Thriller
103994,Como agua para chocolate (1992),Drama
103994,Como agua para chocolate (1992),Romance
110322,Legends of the Fall (1994),Drama
110322,Legends of the Fall (1994),Romance
110322,Legends of the Fall (1994),War
110443,Major Payne (1995),Adventure
110443,Major Payne (1995),Comedy
110443,Major Payne (1995),Family
110365,Little Odessa (1994),Crime
110365,Little Odessa (1994),Drama
107566,Mi vida loca (1993),Crime
107566,Mi vida loca (1993),Drama
110391,Love Affair (1994),Comedy
110391,Love Affair (1994),Drama
110391,Love Affair (1994),Romance
113691,Losing Isaiah (1995),Drama
110428,The Madness of King George (1994),Biography
110428,The Madness of King George (1994),Comedy
110428,The Madness of King George (1994),Drama
109836,Mary Shelley's Frankenstein (1994),Drama
109836,Mary Shelley's Frankenstein (1994),Horror
109836,Mary Shelley's Frankenstein (1994),Romance
113755,Man of the House (1995),Comedy
113755,Man of the House (1995),Family
110538,Mixed Nuts (1994),Comedy
110538,Mixed Nuts (1994),Drama
110516,Milk Money (1994),Comedy
110516,Milk Money (1994),Romance
110527,Miracle on 34th Street (1994),Family
110527,Miracle on 34th Street (1994),Fantasy
113808,Miami Rhapsody (1995),Comedy
113896,My Family (1995),Drama
113870,Murder in the First (1995),Drama
113870,Murder in the First (1995),Thriller
110684,Nobody's Fool (1994),Comedy
110684,Nobody's Fool (1994),Drama
110638,Nell (1994),Drama
113967,New Jersey Drive (1995),Crime
113967,New Jersey Drive (1995),Drama
117169,New York Cop (1993),Action
117169,New York Cop (1993),Crime
117169,New York Cop (1993),Drama
106402,Beyond Bedlam (1994),Comedy
106402,Beyond Bedlam (1994),Horror
113948,Nemesis 2: Nebula (1995),Action
113948,Nemesis 2: Nebula (1995),Sci-Fi
113948,Nemesis 2: Nebula (1995),Thriller
110671,Nina Takes a Lover (1994),Comedy
110671,Nina Takes a Lover (1994),Romance
110632,Natural Born Killers (1994),Crime
110632,Natural Born Killers (1994),Drama
110737,Only You (1994),Comedy
110737,Only You (1994),Romance
110729,Once Were Warriors (1994),Crime
110729,Once Were Warriors (1994),Drama
114151,Poison Ivy II (1996),Drama
114151,Poison Ivy II (1996),Thriller
114069,Outbreak (1995),Action
114069,Outbreak (1995),Drama
114069,Outbreak (1995),Thriller
110413,Lí©on: The Professional (1994),Crime
110413,Lí©on: The Professional (1994),Drama
110413,Lí©on: The Professional (1994),Thriller
114113,The Perez Family (1995),Comedy
114113,The Perez Family (1995),Romance
114113,The Perez Family (1995),Drama
114210,A Pyromaniac's Love Story (1995),Comedy
114210,A Pyromaniac's Love Story (1995),Romance
110912,Pulp Fiction (1994),Crime
110912,Pulp Fiction (1994),Drama
114084,Panther (1995),Drama
105652,Tui shou (1992),Comedy
105652,Tui shou (1992),Drama
110889,Priest (1994),Drama
110889,Priest (1994),Romance
110932,Quiz Show (1994),Biography
110932,Quiz Show (1994),Drama
110932,Quiz Show (1994),History
114129,Picture Bride (1994),Drama
114129,Picture Bride (1994),Romance
110963,Queen Margot (1994),Biography
110963,Queen Margot (1994),Crime
110963,Queen Margot (1994),Drama
114214,The Quick and the Dead (1995),Action
114214,The Quick and the Dead (1995),Romance
114214,The Quick and the Dead (1995),Thriller
114296,Roommates (1995),Comedy
114296,Roommates (1995),Drama
110907,Ready to Wear (1994),Comedy
110907,Ready to Wear (1994),Drama
111495,Three Colors: Red (1994),Drama
111495,Three Colors: Red (1994),Mystery
111495,Three Colors: Red (1994),Romance
108394,Three Colors: Blue (1993),Drama
108394,Three Colors: Blue (1993),Music
108394,Three Colors: Blue (1993),Mystery
111507,Three Colors: White (1994),Comedy
111507,Three Colors: White (1994),Drama
111507,Three Colors: White (1994),Romance
110769,Pao Da Shuang Deng (1994),Drama
110769,Pao Da Shuang Deng (1994),Romance
114268,Rent-a-Kid (1995),Drama
114268,Rent-a-Kid (1995),Family
114268,Rent-a-Kid (1995),Comedy
110965,Relative Fear (1994),Drama
110965,Relative Fear (1994),Horror
110965,Relative Fear (1994),Thriller
114571,Stuart Saves His Family (1995),Comedy
114571,Stuart Saves His Family (1995),Drama
111333,The Swan Princess (1994),Animation
111333,The Swan Princess (1994),Comedy
111333,The Swan Princess (1994),Family
111112,The Secret of Roan Inish (1994),Drama
111112,The Secret of Roan Inish (1994),Family
111112,The Secret of Roan Inish (1994),Fantasy
111255,The Specialist (1994),Action
111255,The Specialist (1994),Crime
111255,The Specialist (1994),Drama
111282,Stargate (1994),Action
111282,Stargate (1994),Adventure
111282,Stargate (1994),Sci-Fi
111070,The Santa Clause (1994),Comedy
111070,The Santa Clause (1994),Drama
111070,The Santa Clause (1994),Family
111161,The Shawshank Redemption (1994),Crime
111161,The Shawshank Redemption (1994),Drama
111149,Shallow Grave (1994),Crime
